name,pct_change,total_mv,up_num,down_num
首发经济,-1.01,24313911.6,13.0,13.0
冰雪经济,-0.58,20973300.7,10.0,20.0
人形机器人,2.79,81256377.6,53.0,5.0
谷子经济,0.5,47633627.2,35.0,17.0
智谱AI,0.66,40094091.2,24.0,9.0
并购重组概念,0.97,132457492.8,46.0,32.0
华为海思,2.26,75555067.2,33.0,5.0
房屋检测,0.14,21969479.8,18.0,15.0
AI眼镜,3.96,108082734.4,58.0,11.0
荣耀概念,2.17,98836494.4,45.0,6.0
财税数字化,1.72,50500969.6,31.0,7.0
玻璃基板,2.48,53543964.8,30.0,4.0
合成生物,1.0,121178497.6,77.0,30.0
锂矿概念,-0.04,239827254.4,21.0,16.0
AI语料,1.14,37825865.6,14.0,10.0
碳纤维,1.59,34124590.4,25.0,7.0
AI制药,0.93,12575924.4,12.0,2.0
Kimi概念,1.04,50020283.2,19.0,5.0
铜缆高速连接,3.99,57927630.4,29.0,3.0
低空经济,1.29,312880118.4,179.0,48.0
娃哈哈概念,0.58,10198833.6,16.0,4.0
AIPC,1.88,86518132.8,34.0,5.0
可控核聚变,1.2,39112654.4,13.0,7.0
AI手机,1.49,78554913.6,24.0,9.0
英伟达概念,1.49,127208902.4,33.0,13.0
柔性屏(折叠屏),2.26,98177875.2,60.0,13.0
Sora概念,1.01,38681747.2,29.0,8.0
微盘股,1.96,75505150.4,359.0,34.0
飞行汽车(eVTOL),1.56,73773504.0,55.0,11.0
PEEK材料概念,1.67,25815562.4,20.0,4.0
小米汽车,1.43,319301737.6,50.0,17.0
东盟自贸区概念,0.9,17563150.8,8.0,6.0
多模态AI,1.8,83209148.8,38.0,8.0
高带宽内存,3.87,14440507.8,13.0,0.0
短剧互动游戏,0.82,39174094.4,17.0,8.0
新型工业化,2.17,152438548.8,74.0,14.0
星闪概念,2.46,53330673.6,30.0,4.0
BC电池,1.49,38463489.6,15.0,7.0
SPD概念,1.5,7557105.9,8.0,2.0
减肥药,0.88,39560910.4,19.0,7.0
机器人执行器,2.75,38757419.2,22.0,2.0
高压快充,0.53,38215112.0,28.0,13.0
空间计算,1.12,13653662.2,16.0,5.0
裸眼3D,2.14,31402360.0,12.0,8.0
混合现实,1.11,100288657.6,22.0,7.0
央企改革,-0.12,3447125196.8,195.0,248.0
中特估,-0.86,2318536396.8,15.0,64.0
液冷概念,0.38,104178176.0,40.0,20.0
存储芯片,3.08,101772012.8,51.0,2.0
光通信模块,2.51,88568998.4,45.0,11.0
数据要素,1.18,181094379.2,97.0,23.0
算力概念,1.09,642938419.2,84.0,51.0
ERP概念,3.36,23609201.1,16.0,1.0
MLOps概念,0.99,18745301.4,6.0,4.0
同步磁阻电机,1.45,4888927.1,5.0,1.0
时空大数据,2.03,15082167.4,20.0,3.0
数字水印,0.52,11924099.3,10.0,7.0
CPO概念,1.77,134996729.6,32.0,12.0
AI芯片,4.39,123346723.2,24.0,2.0
ChatGPT概念,1.63,217319441.6,57.0,16.0
电子后视镜,1.45,33946408.0,18.0,3.0
毫米波概念,1.36,47000945.6,29.0,8.0
蒙脱石散,0.98,5944559.5,9.0,2.0
血氧仪,1.23,13718832.9,10.0,2.0
第四代半导体,1.42,11631592.2,3.0,1.0
熊去氧胆酸,0.88,35428969.6,15.0,4.0
PLC概念,1.37,32582024.0,7.0,2.0
数据确权,0.45,30874547.2,24.0,10.0
抗菌面料,0.75,8064022.1,11.0,3.0
跨境电商,1.82,135906912.0,96.0,30.0
复合集流体,1.34,19245414.5,19.0,5.0
破净股,-0.11,1959087744.0,133.0,208.0
AIGC概念,1.35,201853904.0,76.0,27.0
Web3.0,1.06,50155768.0,34.0,13.0
供销社概念,-0.37,14609804.3,5.0,8.0
科创板做市股,1.21,182545896.0,32.0,10.0
科创板做市商,0.39,188510388.8,10.0,3.0
创新药,0.66,153939240.0,53.0,32.0
世界杯,1.43,262227843.2,11.0,8.0
信创,1.21,354076620.8,179.0,53.0
熔盐储能,0.2,7306227.3,4.0,5.0
空气能热泵,1.09,114080870.4,22.0,10.0
Chiplet概念,2.83,68067816.0,25.0,2.0
减速器,2.42,52176409.6,52.0,7.0
轮毂电机,0.84,5595367.0,6.0,1.0
生物质能发电,-0.08,20768423.9,14.0,12.0
TOPCon电池,1.89,63562289.6,33.0,9.0
光伏高速公路,0.88,10931321.5,5.0,2.0
钒电池,-0.07,52537236.8,10.0,11.0
钙钛矿电池,1.52,60862792.0,20.0,10.0
汽车一体化压铸,0.96,31106764.8,20.0,8.0
麒麟电池,0.67,124554651.2,6.0,3.0
机器人概念,1.83,594904268.8,354.0,79.0
汽车热管理,0.95,70354366.4,55.0,21.0
F5G概念,2.44,57962603.2,17.0,6.0
超超临界发电,-0.47,89977432.0,11.0,31.0
粮食概念,-0.46,21608851.6,8.0,19.0
痘病毒防治,1.25,66307532.8,42.0,11.0
数字哨兵,0.91,8918379.4,7.0,4.0
千金藤素,0.76,14091117.6,5.0,0.0
噪声防治,1.23,3270595.6,5.0,2.0
新型城镇化,0.46,44692936.0,56.0,35.0
户外露营,0.75,12626523.7,17.0,8.0
肝炎概念,1.09,43641732.8,31.0,11.0
统一大市场,0.68,38210030.4,18.0,18.0
建筑节能,0.78,20687430.3,25.0,15.0
电子身份证,0.89,34410172.8,23.0,12.0
托育服务,0.63,9150721.0,4.0,8.0
啤酒概念,0.75,25489681.6,12.0,5.0
中俄贸易概念,0.77,48380742.4,42.0,15.0
跨境支付,0.51,1117257241.6,32.0,13.0
土壤修复,0.4,20812640.4,20.0,13.0
智慧灯杆,2.0,13296671.4,20.0,5.0
净水概念,1.14,116362366.4,12.0,7.0
民爆概念,0.04,17084177.4,10.0,6.0
气溶胶检测,0.43,21235299.4,7.0,4.0
东数西算,0.02,103787272.0,32.0,27.0
重组蛋白,1.0,15316240.5,11.0,3.0
数字经济,0.95,174272643.2,108.0,46.0
新冠药物,1.04,56842560.0,42.0,12.0
百元股,1.66,1155739852.8,49.0,28.0
地下管网,-0.07,30372633.6,23.0,18.0
电子纸概念,1.57,36376996.8,8.0,5.0
幽门螺杆菌概念,1.08,49415068.8,42.0,7.0
虚拟数字人,0.84,346322603.2,54.0,25.0
DRG/DIP,1.2,14342127.3,12.0,2.0
低价股,0.18,171964713.6,69.0,79.0
动力电池回收,0.65,71006233.6,24.0,13.0
昨日连板_含一字,0.56,11781795.8,9.0,7.0
昨日涨停_含一字,1.09,78367822.4,38.0,43.0
EDR概念,2.66,27197734.4,13.0,1.0
IGBT概念,2.18,196054844.8,29.0,7.0
数据安全,1.32,87929755.2,61.0,14.0
调味品概念,0.61,74559518.4,19.0,11.0
预制菜概念,1.2,70257660.8,34.0,20.0
绿色电力,0.03,483167360.0,47.0,80.0
培育钻石,0.55,13925109.8,12.0,2.0
职业教育,0.56,66660500.8,47.0,23.0
发电机概念,2.44,12143261.6,16.0,4.0
华为欧拉,2.01,31480529.6,15.0,1.0
PVDF概念,1.11,25202526.8,12.0,2.0
环氧丙烷,1.24,33030971.2,8.0,7.0
磷化工,0.06,71439822.4,21.0,21.0
元宇宙概念,1.32,454153344.0,108.0,31.0
国资云概念,0.1,34201793.6,12.0,5.0
植物照明,3.13,16516665.0,17.0,0.0
碳基材料,1.63,18583374.9,16.0,3.0
专精特新,1.91,460893952.0,623.0,137.0
工业母机,2.18,121227448.0,69.0,12.0
抽水蓄能,-0.61,92600865.6,7.0,24.0
激光雷达,3.18,45182920.0,31.0,3.0
内贸流通,0.38,154963697.6,82.0,78.0
宁组合,-0.04,400552241.6,11.0,13.0
茅指数,-0.02,1278822937.6,15.0,27.0
机器视觉,2.73,49451832.0,65.0,2.0
NFT概念,0.43,54806641.6,33.0,21.0
毛发医疗,1.28,9535574.4,10.0,4.0
华为昇腾,1.34,35569380.8,21.0,5.0
空间站概念,1.86,20297168.9,19.0,1.0
宠物经济,1.88,24945611.2,26.0,10.0
REITs概念,0.23,88361252.8,9.0,14.0
工程机械概念,0.22,89663649.6,24.0,24.0
快递概念,0.86,60030908.8,25.0,16.0
储能,0.64,769144704.0,198.0,117.0
钠离子电池,0.76,193941499.2,41.0,10.0
CAR-T细胞疗法,0.6,42206028.8,14.0,7.0
换电概念,0.94,85175622.4,31.0,16.0
华为汽车,1.34,155906753.6,79.0,19.0
核污染防治,1.27,39547956.8,22.0,8.0
电子车牌,0.99,17237515.5,15.0,3.0
工业气体,0.55,38540184.0,19.0,8.0
化债(AMC)概念,0.51,107564030.4,32.0,27.0
低碳冶金,-2.03,30726838.4,0.0,8.0
光伏建筑一体化,0.47,108917012.8,45.0,34.0
碳化硅,2.29,57078817.6,30.0,5.0
被动元件,0.98,39353363.2,19.0,7.0
磁悬浮概念,0.61,75202412.8,19.0,9.0
化妆品概念,1.25,69835987.2,37.0,17.0
注射器概念,0.92,7841812.6,11.0,1.0
快手概念,0.89,27916488.0,20.0,10.0
注册制次新股,2.47,73423744.0,74.0,5.0
生物识别,2.03,108306564.8,40.0,8.0
汽车芯片,2.52,109274777.6,44.0,7.0
固态电池,0.8,471736140.8,116.0,48.0
水产养殖,0.7,26069133.6,10.0,6.0
碳交易,0.28,261093481.6,65.0,65.0
社区团购,1.26,62902726.4,23.0,13.0
6G概念,0.85,53537630.4,18.0,9.0
商业航天,1.68,158274838.4,132.0,19.0
RCEP概念,1.17,20218045.2,14.0,7.0
有机硅,1.21,30347150.4,21.0,8.0
无线充电,0.73,191052832.0,29.0,11.0
数字阅读,0.83,21145197.2,12.0,5.0
虚拟电厂,0.46,63273401.6,34.0,17.0
拼多多概念,4.17,13541564.3,19.0,5.0
eSIM,0.54,29992302.4,6.0,4.0
C2M概念,1.5,31047572.8,31.0,8.0
盲盒经济,1.64,12273422.4,8.0,3.0
鸿蒙概念,0.88,218908696.0,74.0,27.0
第三代半导体,2.55,175461995.2,91.0,17.0
刀片电池,0.32,94425368.0,7.0,6.0
草甘膦,-0.98,16510173.4,3.0,11.0
氦气概念,1.26,9594873.4,8.0,3.0
MicroLED,3.44,48334664.0,16.0,4.0
屏下摄像,0.43,54863176.0,5.0,5.0
EDA概念,3.4,25482344.5,11.0,2.0
装配建筑,0.17,149990950.4,44.0,41.0
肝素概念,-0.09,20809204.6,7.0,5.0
汽车拆解,0.58,26074177.2,6.0,12.0
商汤概念,1.77,49724875.2,10.0,4.0
疫苗冷链,0.6,50085505.6,18.0,11.0
网红直播,2.11,175055184.0,86.0,34.0
辅助生殖,1.12,53553232.0,36.0,15.0
代糖概念,1.04,13544827.7,12.0,3.0
蚂蚁概念,0.13,506061619.2,31.0,22.0
长寿药,1.11,13529132.7,11.0,3.0
中芯概念,2.36,234381348.8,53.0,8.0
退税商店,-0.85,15959208.4,2.0,8.0
尾气治理,1.45,22792044.3,21.0,10.0
地塞米松,0.87,8344056.7,6.0,4.0
抖音小店,3.23,23098104.8,17.0,5.0
免税概念,0.44,100909788.8,16.0,12.0
湖北自贸,1.32,35983819.2,18.0,8.0
北交所概念,-0.2,36629028.8,15.0,11.0
地摊经济,0.56,63922510.4,18.0,15.0
抖音概念(字节概念),0.63,80281716.8,47.0,27.0
数据中心,0.9,614187929.6,127.0,64.0
天基互联,0.96,55155102.4,31.0,9.0
车联网(车路云),1.3,550493030.4,150.0,58.0
RCS概念,0.82,21032894.3,15.0,7.0
特高压,0.08,114000233.6,47.0,37.0
半导体概念,2.69,769429555.2,290.0,40.0
氮化镓,2.5,96481254.4,38.0,9.0
WiFi,2.22,54527201.6,22.0,5.0
医废处理,0.44,20656287.5,21.0,11.0
消毒剂,0.89,54101704.0,37.0,19.0
远程办公,2.52,74112430.4,35.0,4.0
口罩,1.29,273746835.2,111.0,40.0
降解塑料,0.58,68144433.6,39.0,20.0
HIT电池,0.98,66939294.4,26.0,12.0
转基因,-0.44,12607106.7,5.0,11.0
流感,1.1,132295979.2,79.0,26.0
传感器,2.0,127498419.2,82.0,13.0
广电,0.59,26899686.4,14.0,12.0
云游戏,0.36,32318392.0,15.0,10.0
MiniLED,2.15,92844603.2,48.0,11.0
3D摄像头,1.75,57130104.0,8.0,3.0
新能源车,1.31,1105184000.0,436.0,149.0
CRO,1.04,50251161.6,29.0,9.0
胎压监测,1.32,31047120.0,22.0,5.0
IPv6,-1.29,57797012.8,4.0,8.0
白酒,0.75,369647769.6,27.0,20.0
维生素,0.48,41926384.0,19.0,10.0
阿兹海默,2.26,13872223.2,10.0,3.0
无线耳机,1.98,224835000.0,69.0,16.0
乳业,2.42,46571699.2,25.0,4.0
国产芯片,2.56,971306547.2,301.0,55.0
MLCC,1.28,18739401.8,12.0,1.0
医疗美容,1.1,100853766.4,44.0,22.0
农业种植,0.1,76886604.8,40.0,40.0
鸡肉概念,0.64,37214827.2,12.0,7.0
智慧政务,1.67,63956377.6,61.0,15.0
VPN,0.12,31406448.0,8.0,13.0
光刻机(胶),2.65,82664825.6,80.0,5.0
数字货币,1.36,88043696.0,55.0,20.0
猪肉概念,0.69,86942939.2,20.0,16.0
3D玻璃,1.49,28768558.4,14.0,3.0
UWB概念,1.14,40882963.2,17.0,2.0
标准普尔,0.11,5708391936.0,465.0,539.0
PCB,1.91,102932865.6,74.0,14.0
ETC,0.95,38145700.8,33.0,11.0
垃圾分类,0.58,79439875.2,61.0,38.0
青蒿素,0.91,27838297.6,8.0,3.0
单抗概念,0.32,138487121.6,30.0,18.0
GDR,-0.5,151836980.8,3.0,8.0
富时罗素,0.33,6247829683.2,652.0,586.0
人造肉,1.07,18422008.1,13.0,4.0
电子烟,1.84,95141161.6,43.0,8.0
氢能源,0.42,467071846.4,132.0,105.0
超级真菌,1.37,49599086.4,13.0,8.0
数字孪生,1.45,99390673.6,62.0,13.0
边缘计算,1.71,280197302.4,90.0,31.0
超清视频,1.62,241459873.6,71.0,25.0
工业大麻,1.02,43489448.0,30.0,13.0
纳米银,4.76,10506573.4,9.0,1.0
华为概念,1.49,1291236710.4,535.0,157.0
电子竞技,-0.3,307289003.2,20.0,13.0
冷链物流,0.58,151800193.6,69.0,41.0
纾困概念,1.63,45592665.6,38.0,12.0
进口博览,1.41,25748694.7,6.0,10.0
京东金融,-0.52,23665702.2,4.0,7.0
影视概念,0.33,61354208.0,30.0,30.0
百度概念,1.04,263720340.8,102.0,38.0
天然气,0.18,494285644.8,62.0,57.0
富士康,1.64,42289777.6,27.0,5.0
体外诊断,0.88,97329377.6,46.0,18.0
OLED,1.87,209923150.4,103.0,25.0
知识产权,0.9,40022364.8,26.0,13.0
东北振兴,-0.24,65760331.2,27.0,26.0
互联医疗,1.05,508150784.0,71.0,24.0
独角兽,0.47,519937612.8,75.0,48.0
乡村振兴,0.46,141585859.2,71.0,58.0
小米概念,1.94,300119187.2,163.0,42.0
工业互联,1.31,424906625.6,132.0,45.0
万达概念,0.15,59644232.0,8.0,7.0
区块链,0.9,829010124.8,153.0,74.0
新零售,0.99,266972486.4,79.0,56.0
养老金,0.76,309187590.4,104.0,73.0
租售同权,0.73,45194860.8,8.0,9.0
MSCI中国,-0.12,6518645529.6,237.0,315.0
壳资源,0.91,27222161.6,52.0,23.0
可燃冰,-0.23,30025241.6,5.0,10.0
昨日触板,-2.22,57619345.6,10.0,32.0
昨日连板,0.15,9802086.7,7.0,6.0
昨日涨停,1.04,76934388.8,36.0,42.0
大飞机,1.28,174963939.2,75.0,20.0
雄安新区,0.56,274158614.4,96.0,63.0
贬值受益,1.19,196863968.0,103.0,46.0
超级品牌,0.43,874634752.0,17.0,15.0
工业4.0,1.59,262289044.8,101.0,26.0
军民融合,1.4,290411526.4,144.0,34.0
共享经济,-0.59,23527485.6,8.0,9.0
精准医疗,0.19,61079830.4,24.0,18.0
钛白粉,0.57,14060755.9,6.0,5.0
深股通,0.84,3010017024.0,897.0,495.0
股权转让,0.5,19259221.2,25.0,12.0
无人驾驶,1.36,550465561.6,173.0,60.0
增强现实,3.08,62409916.8,41.0,4.0
人工智能,1.55,941969356.8,427.0,128.0
深证100R,-0.2,1295650099.2,39.0,58.0
创业板综,1.78,1322818713.6,1130.0,209.0
海绵城市,0.17,29992185.6,17.0,18.0
高送转,1.81,348005867.2,180.0,30.0
虚拟现实,1.74,345007992.0,162.0,56.0
PPP模式,0.1,239931668.8,72.0,74.0
健康中国,1.0,154979331.2,74.0,21.0
证金持股,-0.19,3710952115.2,82.0,141.0
航母概念,0.96,118541347.2,23.0,14.0
5G概念,1.46,813049216.0,230.0,79.0
2025规划,0.43,382031124.8,49.0,32.0
一带一路,0.2,1359102720.0,212.0,209.0
券商概念,0.42,422988070.4,39.0,15.0
量子通信,1.46,131874801.6,34.0,15.0
赛马概念,1.43,2082718.7,3.0,1.0
体育产业,0.1,86505182.4,37.0,36.0
沪股通,0.62,6075460633.6,734.0,578.0
人脑工程,0.21,35795227.2,12.0,8.0
上证380,0.43,781213952.0,202.0,171.0
无人机,1.4,261363916.8,132.0,30.0
超级电容,0.3,62175601.6,17.0,15.0
中证500,0.2,1344082355.2,241.0,242.0
充电桩,0.79,394667756.8,138.0,84.0
全息技术,0.7,14823634.2,7.0,3.0
免疫治疗,0.89,46882683.2,26.0,18.0
IPO受益,0.16,223633326.4,27.0,28.0
国产软件,1.54,320710880.0,183.0,42.0
小金属概念,0.46,269354113.6,59.0,47.0
基因测序,0.82,54289489.6,33.0,18.0
在线旅游,0.38,23352960.1,11.0,13.0
氟化工,0.68,57702057.6,21.0,9.0
阿里概念,1.15,305948192.0,71.0,37.0
举牌,0.91,16163594.8,10.0,1.0
京津冀,0.06,61250086.4,23.0,28.0
国企改革,0.15,3724793881.6,641.0,652.0
燃料电池,0.7,254144899.2,87.0,56.0
智能家居,1.29,353076539.2,108.0,45.0
超导概念,2.25,24024497.3,9.0,4.0
粤港自贸,-0.2,108128700.8,26.0,40.0
独家药品,0.75,76822433.6,30.0,9.0
病毒防治,1.1,157714716.8,81.0,32.0
蓝宝石,2.51,53455803.2,15.0,4.0
沪企改革,-0.2,101009710.4,16.0,23.0
彩票概念,-0.67,39708976.0,10.0,12.0
生态农业,0.7,28311060.8,25.0,16.0
医疗器械概念,1.26,464486604.8,223.0,75.0
国家安防,1.75,168368312.0,98.0,21.0
苹果概念,1.99,265804564.8,108.0,18.0
电商概念,1.76,665788825.6,228.0,89.0
婴童概念,1.64,126196328.0,99.0,36.0
在线教育,0.45,157244739.2,71.0,44.0
智能电视,1.05,29857264.0,10.0,3.0
网络安全,1.06,494992921.6,94.0,37.0
养老概念,0.76,290098857.6,76.0,36.0
特斯拉,1.29,454566144.0,160.0,46.0
上海自贸,0.57,98102864.0,19.0,15.0
手游概念,-0.37,80142452.8,26.0,18.0
智能穿戴,2.6,272633204.8,96.0,17.0
智能机器,1.46,336003705.6,138.0,31.0
创业成份,0.55,602624358.4,66.0,32.0
互联金融,0.29,1921407308.8,118.0,79.0
B股,-0.06,43318512.0,28.0,41.0
中超概念,-0.1,22393016.7,4.0,4.0
大数据,1.04,514773785.6,221.0,83.0
土地流转,-0.12,45524160.0,21.0,24.0
北斗导航,1.65,96851595.2,68.0,9.0
智慧城市,1.08,254502617.6,146.0,65.0
通用航空,0.81,115039768.0,30.0,9.0
海洋经济,-0.4,70437128.0,11.0,15.0
地热能,0.01,9641465.1,7.0,6.0
3D打印,1.38,58516633.6,51.0,12.0
石墨烯,0.62,84260044.8,45.0,24.0
中药概念,1.0,200846644.8,106.0,35.0
食品安全,1.86,34294003.2,31.0,11.0
上证180_,-0.39,4271565952.0,59.0,116.0
上证50_,-0.5,2681533465.6,10.0,39.0
央视50_,-0.08,1537612646.4,17.0,30.0
油气设服,0.39,198436217.6,31.0,29.0
参股保险,0.48,580212172.8,42.0,36.0
页岩气,0.43,271991094.4,20.0,20.0
海工装备,0.07,118959812.8,17.0,26.0
参股新三板,0.88,144670742.4,64.0,38.0
水利建设,0.11,217159019.2,50.0,50.0
融资融券,0.99,9241750732.8,2300.0,1253.0
风能,0.08,654657152.0,98.0,115.0
长江三角,0.4,845457715.2,219.0,168.0
铁路基建,0.5,308993502.4,71.0,44.0
西部大开发,0.52,1104439628.8,352.0,235.0
太阳能,0.76,759761433.6,242.0,154.0
智能电网,0.82,188614177.6,117.0,54.0
LED,2.32,135709958.4,81.0,12.0
云计算,1.02,813125939.2,163.0,64.0
稀土永磁,1.03,93201473.6,39.0,18.0
核能核电,0.48,286879574.4,73.0,65.0
锂电池,1.02,753355494.4,276.0,100.0
预盈预增,1.06,1170486092.8,566.0,256.0
预亏预减,0.5,585202534.4,328.0,228.0
深成500,0.36,2219965312.0,259.0,219.0
股权激励,1.29,447063372.8,146.0,55.0
滨海新区,0.0,22140507.8,8.0,10.0
移动支付,0.82,348754008.0,48.0,24.0
物联网,1.44,831549414.4,261.0,96.0
机构重仓,0.84,4308995993.6,568.0,372.0
深圳特区,1.22,932794496.0,228.0,108.0
生物疫苗,0.12,110511361.6,38.0,31.0
黄金概念,-0.05,148347028.8,22.0,34.0
基金重仓,0.63,1095534412.8,96.0,72.0
QFII重仓,1.26,338705668.8,199.0,75.0
成渝特区,0.37,237572336.0,49.0,37.0
转债标的,1.09,780071680.0,345.0,148.0
参股银行,0.3,1137390233.6,106.0,109.0
参股期货,0.05,317542360.0,23.0,24.0
新材料,1.14,408814292.8,246.0,90.0
社保重仓,0.59,43024060.8,13.0,17.0
稀缺资源,-0.5,302675676.8,21.0,57.0
参股券商,0.08,423252544.0,53.0,76.0
化工原料,0.51,114346881.6,35.0,28.0
ST股,1.48,44844043.2,91.0,27.0
网络游戏,-0.38,97466857.6,38.0,29.0
创投,0.62,471163750.4,171.0,120.0
中字头,-0.78,1640267596.8,24.0,80.0
次新股,1.95,76948947.2,76.0,16.0
HS300_,-0.29,5694165504.0,110.0,182.0
AH股,-0.58,3298359782.4,34.0,110.0
AB股,-0.25,142574225.6,28.0,40.0
节能环保,1.08,373440670.4,278.0,117.0
新能源,0.24,572759321.6,103.0,99.0
煤化工,-0.61,249125345.6,19.0,48.0
军工,1.35,592124288.0,380.0,110.0
首发经济,-5.33,25226280.7,4.0,28.0
冰雪经济,-5.53,20555616.1,1.0,31.0
人形机器人,-4.83,78819923.2,2.0,58.0
谷子经济,-6.49,45725616.0,4.0,53.0
智谱AI,-6.81,37453313.6,1.0,33.0
并购重组概念,-4.7,128976304.0,7.0,75.0
华为海思,-4.03,73303958.4,2.0,37.0
房屋检测,-4.62,21177708.0,0.0,36.0
AI眼镜,-4.01,107678787.2,8.0,61.0
荣耀概念,-4.26,95739900.8,1.0,50.0
财税数字化,-6.42,47711534.4,0.0,40.0
玻璃基板,-3.16,52657580.8,5.0,29.0
合成生物,-3.6,118691292.8,9.0,100.0
锂矿概念,-2.37,239858150.4,5.0,32.0
AI语料,-8.01,35237636.8,0.0,25.0
碳纤维,-3.18,33290732.8,5.0,29.0
AI制药,-5.36,12037050.1,0.0,15.0
Kimi概念,-6.45,48234432.0,2.0,23.0
铜缆高速连接,-2.57,56919779.2,6.0,26.0
低空经济,-4.72,303113190.4,9.0,225.0
娃哈哈概念,-5.13,9709610.3,1.0,20.0
AIPC,-3.57,86928817.6,1.0,39.0
可控核聚变,-4.25,38839020.8,3.0,18.0
AI手机,-4.94,78692380.8,0.0,34.0
英伟达概念,-3.09,125716625.6,6.0,41.0
柔性屏(折叠屏),-4.48,95789185.6,5.0,69.0
Sora概念,-7.66,35894896.0,0.0,40.0
微盘股,-7.0,70198497.6,7.0,393.0
飞行汽车(eVTOL),-4.29,71460942.4,2.0,65.0
PEEK材料概念,-5.21,25056330.5,0.0,25.0
小米汽车,-4.03,316849494.4,7.0,61.0
东盟自贸区概念,-2.74,17500915.9,4.0,9.0
多模态AI,-6.06,79103566.4,1.0,45.0
高带宽内存,-3.7,13937813.2,1.0,12.0
短剧互动游戏,-7.31,36709627.2,0.0,27.0
新型工业化,-5.25,148113542.4,6.0,82.0
星闪概念,-5.13,50720216.0,1.0,33.0
BC电池,-2.84,37972302.4,4.0,18.0
SPD概念,-6.03,7162773.6,0.0,11.0
减肥药,-1.91,38845852.8,3.0,23.0
机器人执行器,-4.4,37469444.8,1.0,23.0
高压快充,-4.17,37002830.4,1.0,41.0
空间计算,-6.58,12768264.4,0.0,23.0
裸眼3D,-6.13,30805288.0,1.0,22.0
混合现实,-4.43,97419729.6,1.0,29.0
央企改革,-2.02,3482295680.0,114.0,340.0
中特估,0.36,2362012876.8,50.0,31.0
液冷概念,-2.92,103149436.8,11.0,49.0
存储芯片,-3.68,99164136.0,5.0,47.0
光通信模块,-3.47,87188523.2,7.0,49.0
数据要素,-5.82,174796963.2,4.0,120.0
算力概念,-3.89,644692172.8,21.0,117.0
ERP概念,-6.57,22309965.4,0.0,17.0
MLOps概念,-5.88,18027603.2,0.0,10.0
同步磁阻电机,-4.27,4738821.9,0.0,6.0
时空大数据,-6.1,14299883.4,0.0,23.0
数字水印,-6.15,11146826.7,0.0,17.0
CPO概念,-2.84,133942489.6,6.0,39.0
AI芯片,-3.55,122003926.4,4.0,22.0
ChatGPT概念,-5.97,210873235.2,5.0,70.0
电子后视镜,-5.07,32647459.2,2.0,21.0
毫米波概念,-4.41,45489200.0,3.0,36.0
蒙脱石散,-2.93,5811555.6,3.0,8.0
血氧仪,-3.02,13466122.5,2.0,12.0
第四代半导体,-1.77,11454182.8,1.0,3.0
熊去氧胆酸,-3.55,34865619.2,2.0,19.0
PLC概念,-3.8,31783001.6,0.0,9.0
数据确权,-6.64,28986220.8,1.0,33.0
抗菌面料,-4.18,7764346.0,1.0,14.0
跨境电商,-5.12,132028916.8,14.0,116.0
复合集流体,-4.26,18531675.8,2.0,23.0
破净股,-2.24,1983045913.6,77.0,282.0
AIGC概念,-6.4,194201880.0,3.0,104.0
Web3.0,-6.96,46896038.4,1.0,46.0
供销社概念,-4.43,13958349.4,1.0,13.0
科创板做市股,-2.51,181362448.0,7.0,34.0
科创板做市商,-1.13,186433616.0,2.0,12.0
创新药,-2.82,151064676.8,8.0,79.0
世界杯,-4.49,267032508.8,3.0,16.0
信创,-5.37,344822574.4,10.0,228.0
熔盐储能,-2.52,7164711.0,1.0,7.0
空气能热泵,-3.91,114198531.2,5.0,27.0
Chiplet概念,-4.52,68977755.2,1.0,28.0
减速器,-5.1,49841964.8,4.0,55.0
轮毂电机,-2.93,5524411.6,2.0,6.0
生物质能发电,-3.55,20280111.0,1.0,25.0
TOPCon电池,-3.89,62504121.6,5.0,37.0
光伏高速公路,-2.31,10850425.9,2.0,5.0
钒电池,-3.2,51062968.0,1.0,20.0
钙钛矿电池,-3.81,60352004.8,4.0,27.0
汽车一体化压铸,-4.46,29919608.0,0.0,29.0
麒麟电池,-2.88,124691075.2,3.0,6.0
机器人概念,-4.76,577643571.2,28.0,410.0
汽车热管理,-4.5,67976483.2,6.0,72.0
F5G概念,-3.08,58109502.4,2.0,21.0
超超临界发电,-1.51,89980548.8,9.0,32.0
粮食概念,-5.09,20781281.4,0.0,29.0
痘病毒防治,-2.69,64896822.4,6.0,50.0
数字哨兵,-6.0,8388178.0,0.0,12.0
千金藤素,-2.34,14093888.2,1.0,4.0
噪声防治,-5.22,3129999.6,1.0,7.0
新型城镇化,-5.27,42659683.2,4.0,95.0
户外露营,-5.3,12018856.4,2.0,24.0
肝炎概念,-2.99,42700051.2,7.0,38.0
统一大市场,-4.03,36971483.2,2.0,37.0
建筑节能,-5.57,19785082.9,3.0,38.0
电子身份证,-6.43,32585620.8,0.0,35.0
托育服务,-6.28,8510181.7,1.0,12.0
啤酒概念,-4.01,25132606.3,1.0,16.0
中俄贸易概念,-4.95,46549577.6,5.0,53.0
跨境支付,-3.77,1136692966.4,13.0,37.0
土壤修复,-5.27,20085951.3,1.0,33.0
智慧灯杆,-5.52,12719361.7,1.0,24.0
净水概念,-3.14,117702102.4,3.0,16.0
民爆概念,-1.9,16839789.4,3.0,14.0
气溶胶检测,-4.35,20929049.4,0.0,11.0
