name,pct_change,total_mv,up_num,down_num
娃哈哈概念,1.45,9838556.0,19.0,2.0
AIPC,-0.51,89686083.2,15.0,24.0
可控核聚变,1.81,40074633.6,21.0,1.0
AI手机,-0.58,81053907.2,12.0,21.0
英伟达概念,-0.85,130394612.8,18.0,28.0
柔性屏(折叠屏),0.5,96629409.6,41.0,31.0
Sora概念,-0.2,34677115.2,17.0,23.0
微盘股,1.7,69934980.8,355.0,41.0
飞行汽车(eVTOL),0.34,74879924.8,42.0,25.0
PEEK材料概念,0.36,26879859.2,13.0,12.0
小米汽车,-0.49,319838353.6,28.0,40.0
东盟自贸区概念,1.18,17642505.5,10.0,4.0
多模态AI,-0.9,77752401.6,15.0,31.0
高带宽内存,-1.04,14141075.7,4.0,8.0
短剧互动游戏,-0.21,36041889.6,16.0,11.0
新型工业化,-0.2,150436550.4,46.0,40.0
星闪概念,-1.27,50851468.8,7.0,26.0
BC电池,0.68,38131030.4,8.0,14.0
SPD概念,1.11,6942001.5,9.0,2.0
减肥药,0.31,38929816.0,17.0,9.0
机器人执行器,-1.24,39226358.4,6.0,19.0
高压快充,0.6,38804875.2,23.0,20.0
空间计算,1.19,12823893.8,16.0,7.0
裸眼3D,1.52,30649278.4,19.0,4.0
混合现实,-0.55,98578371.2,11.0,18.0
央企改革,0.97,3542620595.2,343.0,107.0
中特估,0.3,2402474009.6,55.0,26.0
液冷概念,-0.92,104924062.4,19.0,40.0
存储芯片,-0.36,100351945.6,23.0,30.0
光通信模块,-0.65,89944340.8,22.0,34.0
数据要素,-0.06,174785147.2,64.0,58.0
算力概念,-0.79,656207564.8,57.0,79.0
ERP概念,1.39,22863913.8,11.0,6.0
MLOps概念,-0.24,17909517.8,7.0,3.0
同步磁阻电机,1.26,5282264.5,4.0,2.0
时空大数据,0.76,14239864.8,14.0,9.0
数字水印,0.3,10370317.6,12.0,5.0
CPO概念,-0.89,139022748.8,16.0,29.0
AI芯片,-2.04,127358059.2,8.0,18.0
ChatGPT概念,-0.61,211959836.8,37.0,38.0
电子后视镜,-0.08,34100062.4,10.0,13.0
毫米波概念,-0.21,46846388.8,15.0,24.0
蒙脱石散,1.79,5858673.1,10.0,0.0
血氧仪,1.85,13578780.8,13.0,1.0
第四代半导体,0.62,11494224.7,3.0,1.0
熊去氧胆酸,0.85,34872348.8,19.0,2.0
PLC概念,0.36,32887116.8,4.0,5.0
数据确权,0.47,28048889.6,19.0,13.0
抗菌面料,1.14,7820606.9,12.0,3.0
跨境电商,0.67,133025553.6,87.0,37.0
复合集流体,0.45,18573969.5,16.0,9.0
破净股,1.31,2034257356.8,347.0,51.0
AIGC概念,-0.45,194670401.6,51.0,55.0
Web3.0,0.03,46478011.2,22.0,25.0
供销社概念,2.31,14127038.9,12.0,2.0
科创板做市股,-0.29,183553924.8,17.0,24.0
科创板做市商,0.6,190138851.2,12.0,1.0
创新药,0.74,151235502.4,63.0,23.0
世界杯,-0.21,268516185.6,9.0,9.0
信创,-0.1,348931460.8,118.0,117.0
熔盐储能,4.02,7377885.9,8.0,1.0
空气能热泵,0.05,115996708.8,19.0,13.0
Chiplet概念,-0.93,70218672.0,9.0,19.0
减速器,-0.61,50599974.4,22.0,35.0
轮毂电机,0.21,5495816.9,4.0,2.0
生物质能发电,1.53,20668572.0,22.0,3.0
TOPCon电池,0.1,62245923.2,20.0,21.0
光伏高速公路,0.65,11173236.2,6.0,1.0
钒电池,0.83,51570107.2,16.0,4.0
钙钛矿电池,0.01,60336240.0,14.0,17.0
汽车一体化压铸,-0.61,31009689.6,10.0,17.0
麒麟电池,-0.97,124212582.4,3.0,6.0
机器人概念,0.01,593905075.2,229.0,209.0
汽车热管理,0.35,69859072.0,43.0,34.0
F5G概念,-1.42,60031776.0,8.0,15.0
超超临界发电,1.12,90487876.8,32.0,10.0
粮食概念,5.27,21652318.7,27.0,2.0
痘病毒防治,0.86,64831102.4,42.0,14.0
数字哨兵,-0.32,8316000.2,5.0,7.0
千金藤素,1.02,13983096.8,5.0,0.0
噪声防治,0.72,3108763.8,5.0,3.0
新型城镇化,1.56,42748128.0,82.0,15.0
户外露营,1.31,12087322.2,20.0,4.0
肝炎概念,1.26,42531276.8,36.0,8.0
统一大市场,1.37,37570284.8,31.0,8.0
建筑节能,0.99,19701274.1,32.0,8.0
电子身份证,-0.12,32135012.8,16.0,18.0
托育服务,0.58,8402980.8,9.0,4.0
啤酒概念,1.3,25705330.9,12.0,4.0
中俄贸易概念,1.41,46684076.8,50.0,6.0
跨境支付,0.35,1161177113.6,33.0,16.0
土壤修复,1.39,19806460.4,31.0,3.0
智慧灯杆,0.26,12933926.2,14.0,10.0
净水概念,1.04,118433560.0,14.0,5.0
民爆概念,1.45,16727215.2,15.0,2.0
气溶胶检测,1.21,20878400.0,10.0,1.0
东数西算,-1.12,102637659.2,21.0,37.0
重组蛋白,0.42,14990511.1,10.0,4.0
数字经济,0.1,167504961.6,96.0,60.0
新冠药物,1.16,55555260.8,49.0,8.0
百元股,-1.13,1182596736.0,33.0,47.0
地下管网,2.58,29850912.0,39.0,5.0
电子纸概念,0.24,35970608.0,8.0,6.0
幽门螺杆菌概念,1.15,47992472.0,44.0,6.0
虚拟数字人,0.23,345952137.6,46.0,34.0
DRG/DIP,0.7,13333252.7,12.0,4.0
低价股,1.5,197198091.2,185.0,25.0
动力电池回收,0.32,70050187.2,24.0,11.0
昨日连板_含一字,0.53,9632082.0,9.0,10.0
昨日涨停_含一字,0.0,91155244.8,45.0,61.0
EDR概念,-1.16,25944543.1,5.0,9.0
IGBT概念,-0.11,197365332.8,15.0,21.0
数据安全,-0.06,92021827.2,39.0,39.0
调味品概念,1.21,73807380.8,24.0,8.0
预制菜概念,1.76,69443296.0,44.0,12.0
绿色电力,1.55,493635225.6,106.0,19.0
培育钻石,-1.98,14167594.6,5.0,9.0
职业教育,0.69,64615705.6,46.0,24.0
发电机概念,1.84,12427399.2,16.0,4.0
华为欧拉,-0.52,30488332.8,8.0,8.0
PVDF概念,0.05,25945284.3,9.0,6.0
环氧丙烷,1.21,32773670.4,12.0,3.0
磷化工,1.43,70512569.6,33.0,10.0
元宇宙概念,-0.13,450955084.8,73.0,67.0
国资云概念,-0.82,33583235.2,10.0,7.0
植物照明,0.19,16538190.4,11.0,5.0
碳基材料,0.65,18240849.1,9.0,9.0
专精特新,0.11,449841715.2,416.0,340.0
工业母机,-0.65,119837406.4,32.0,49.0
抽水蓄能,0.57,93680934.4,26.0,5.0
激光雷达,-0.71,43805651.2,9.0,24.0
内贸流通,1.01,152887940.8,123.0,43.0
宁组合,-0.28,401405590.4,10.0,14.0
茅指数,-0.15,1291232614.4,19.0,23.0
机器视觉,-0.4,46786180.8,30.0,36.0
NFT概念,0.55,50509401.6,39.0,16.0
毛发医疗,1.23,9279762.8,13.0,2.0
华为昇腾,-0.43,36716884.8,14.0,12.0
空间站概念,1.61,19793408.2,14.0,5.0
宠物经济,1.17,24874332.8,28.0,8.0
REITs概念,0.97,87550809.6,21.0,4.0
工程机械概念,0.77,92569139.2,29.0,20.0
快递概念,0.88,59851020.8,34.0,7.0
储能,0.65,774950016.0,192.0,131.0
钠离子电池,0.43,192683438.4,31.0,17.0
CAR-T细胞疗法,0.56,40995523.2,15.0,7.0
换电概念,1.09,87465012.8,34.0,14.0
华为汽车,-0.03,156052688.0,46.0,52.0
核污染防治,0.66,39383681.6,18.0,12.0
电子车牌,0.47,16191341.5,12.0,5.0
工业气体,0.68,38223860.8,18.0,9.0
化债(AMC)概念,1.32,105754012.8,48.0,12.0
低碳冶金,1.01,31255091.2,8.0,0.0
光伏建筑一体化,0.72,109341550.4,54.0,26.0
碳化硅,0.44,56708364.8,18.0,16.0
被动元件,-0.32,39290539.2,13.0,13.0
磁悬浮概念,1.58,76203878.4,20.0,9.0
化妆品概念,0.2,68398056.0,34.0,21.0
注射器概念,0.76,7588082.6,11.0,2.0
快手概念,-0.79,26262238.6,12.0,19.0
注册制次新股,-1.12,71864390.4,23.0,56.0
生物识别,-0.68,106083464.0,21.0,29.0
汽车芯片,-1.58,112055209.6,11.0,44.0
固态电池,0.49,471098291.2,112.0,52.0
水产养殖,3.97,25559377.6,16.0,1.0
碳交易,1.39,262596190.4,111.0,20.0
社区团购,0.59,62523404.8,28.0,10.0
6G概念,-0.56,53117038.4,8.0,18.0
商业航天,0.99,156059996.8,92.0,58.0
RCEP概念,0.57,20074054.9,16.0,7.0
有机硅,0.62,29573712.0,23.0,7.0
无线充电,-0.08,194687382.4,19.0,23.0
数字阅读,-0.61,20175085.3,7.0,12.0
虚拟电厂,0.67,62992206.4,32.0,20.0
拼多多概念,-0.75,13083705.9,12.0,12.0
eSIM,-0.36,29943971.2,4.0,6.0
C2M概念,1.0,29682840.0,24.0,13.0
盲盒经济,-0.16,11617735.3,7.0,4.0
鸿蒙概念,0.24,214342476.8,61.0,42.0
第三代半导体,-0.11,173009729.6,45.0,63.0
刀片电池,0.81,95851763.2,11.0,2.0
草甘膦,2.8,16393149.8,12.0,0.0
氦气概念,0.44,9494785.7,7.0,4.0
MicroLED,2.71,47985652.8,17.0,3.0
屏下摄像,0.03,56003817.6,2.0,8.0
EDA概念,-0.36,25082740.2,6.0,8.0
装配建筑,1.43,149125147.2,82.0,8.0
肝素概念,1.83,20690141.6,13.0,0.0
汽车拆解,0.84,26023669.6,15.0,1.0
商汤概念,-0.7,49082979.2,7.0,7.0
疫苗冷链,1.07,49371448.0,22.0,6.0
网红直播,-0.01,168156212.8,70.0,53.0
辅助生殖,0.7,51971828.8,46.0,7.0
代糖概念,0.72,13524297.8,10.0,5.0
蚂蚁概念,0.95,513782297.6,43.0,12.0
长寿药,1.79,13248522.2,13.0,1.0
中芯概念,-0.76,235010203.2,21.0,40.0
退税商店,-0.93,15704535.3,4.0,6.0
尾气治理,0.54,22595649.5,22.0,10.0
地塞米松,1.56,8162828.0,9.0,1.0
抖音小店,-0.19,23714014.7,14.0,11.0
免税概念,2.51,100476878.4,27.0,3.0
湖北自贸,1.68,36019696.0,20.0,8.0
北交所概念,1.67,36140520.0,20.0,6.0
地摊经济,0.94,64484369.6,24.0,11.0
抖音概念(字节概念),-0.51,75409278.4,39.0,36.0
数据中心,-0.1,616212838.4,108.0,88.0
天基互联,0.52,52915548.8,21.0,16.0
车联网(车路云),-0.39,549077222.4,104.0,114.0
RCS概念,-0.51,19783253.0,12.0,11.0
特高压,1.72,114115124.8,73.0,12.0
半导体概念,-0.26,768781363.2,149.0,182.0
氮化镓,0.52,96015227.2,23.0,25.0
WiFi,-0.97,54862374.4,7.0,20.0
医废处理,1.54,20356967.4,26.0,4.0
消毒剂,1.46,54144115.2,53.0,7.0
远程办公,-0.2,70818176.0,16.0,23.0
口罩,0.68,273854977.6,107.0,52.0
降解塑料,1.72,67486864.0,53.0,12.0
HIT电池,0.6,66466075.2,20.0,17.0
转基因,6.42,12714702.7,14.0,1.0
流感,1.27,130456336.0,90.0,17.0
传感器,0.07,125188932.8,45.0,48.0
广电,0.6,25416588.6,18.0,10.0
云游戏,0.05,30507721.6,16.0,9.0
MiniLED,0.38,92276009.6,36.0,23.0
3D摄像头,-1.77,57227676.8,0.0,11.0
新能源车,0.16,1111968768.0,324.0,265.0
CRO,0.44,48590481.6,24.0,14.0
胎压监测,-0.34,30617604.8,14.0,14.0
IPv6,-0.24,59169054.4,4.0,8.0
白酒,1.19,368493627.2,43.0,6.0
维生素,0.84,41519838.4,22.0,7.0
阿兹海默,0.91,13645670.1,9.0,4.0
无线耳机,-0.87,223507076.8,32.0,51.0
乳业,0.56,46679888.0,20.0,9.0
国产芯片,-0.59,977464729.6,150.0,209.0
MLCC,0.5,18666398.2,7.0,6.0
医疗美容,1.06,99106022.4,54.0,13.0
农业种植,3.49,75502708.8,77.0,9.0
鸡肉概念,2.65,37281604.8,20.0,0.0
智慧政务,0.26,59219051.2,48.0,31.0
VPN,-1.0,30250356.8,7.0,14.0
光刻机(胶),0.16,80041627.2,45.0,39.0
数字货币,0.66,83445731.2,50.0,26.0
猪肉概念,2.35,87326699.2,35.0,2.0
3D玻璃,0.07,27604004.8,11.0,7.0
UWB概念,0.56,39634076.8,11.0,9.0
标准普尔,0.67,5798515379.2,734.0,293.0
PCB,-0.73,103380824.0,35.0,54.0
ETC,0.49,36446867.2,32.0,13.0
垃圾分类,1.1,79169699.2,75.0,21.0
青蒿素,1.52,27707192.0,10.0,1.0
单抗概念,0.82,137448137.6,38.0,10.0
GDR,0.47,154349980.8,9.0,2.0
富时罗素,0.6,6314906726.4,861.0,402.0
人造肉,0.41,17884729.1,14.0,4.0
电子烟,0.08,94134059.2,26.0,23.0
氢能源,1.35,471407923.2,181.0,64.0
超级真菌,0.72,49092225.6,15.0,6.0
数字孪生,0.68,96556398.4,52.0,27.0
边缘计算,-0.89,277871395.2,49.0,74.0
超清视频,-0.29,240063697.6,38.0,60.0
工业大麻,1.29,42629873.6,35.0,7.0
纳米银,1.72,10504225.0,9.0,1.0
华为概念,-0.1,1277401523.2,363.0,342.0
电子竞技,0.3,312096944.0,24.0,12.0
冷链物流,1.19,151239084.8,89.0,21.0
纾困概念,0.27,43277696.0,30.0,20.0
进口博览,0.42,25272328.3,14.0,2.0
京东金融,1.83,24145248.6,9.0,2.0
影视概念,0.91,57788140.8,42.0,19.0
百度概念,-0.03,255418184.0,76.0,66.0
天然气,1.47,515526630.4,110.0,15.0
富士康,-0.12,42598027.2,18.0,16.0
体外诊断,0.8,96792550.4,50.0,16.0
OLED,0.01,205686508.8,69.0,58.0
知识产权,0.1,36669475.2,24.0,15.0
东北振兴,1.25,64992385.6,47.0,9.0
互联医疗,0.26,510227097.6,65.0,36.0
独角兽,0.23,516716518.4,74.0,49.0
乡村振兴,1.67,138241894.4,105.0,32.0
小米概念,-0.09,295202641.6,101.0,102.0
工业互联,-0.03,424012384.0,96.0,87.0
万达概念,1.44,61692632.0,13.0,2.0
区块链,0.52,834510156.8,154.0,77.0
新零售,0.78,265039140.8,101.0,40.0
养老金,0.4,312698107.2,104.0,73.0
租售同权,1.19,43730472.0,15.0,2.0
MSCI中国,0.0,6640347084.8,312.0,245.0
壳资源,1.44,25332834.2,57.0,18.0
可燃冰,1.61,30675246.4,14.0,1.0
昨日触板,-2.53,25400771.3,10.0,26.0
昨日连板,0.9,6661591.9,6.0,7.0
昨日涨停,-0.19,84778352.0,39.0,55.0
大飞机,2.04,175777603.2,79.0,17.0
雄安新区,1.35,272697918.4,129.0,32.0
贬值受益,0.73,198164772.8,108.0,42.0
超级品牌,0.61,887559808.0,24.0,8.0
工业4.0,0.43,263043947.2,82.0,50.0
军民融合,1.62,290388638.4,144.0,35.0
共享经济,0.42,23042110.9,9.0,6.0
精准医疗,1.04,60049033.6,37.0,8.0
钛白粉,0.84,13595695.2,10.0,1.0
深股通,0.42,2969693721.6,851.0,490.0
股权转让,1.96,18245538.3,29.0,7.0
无人驾驶,-0.3,554479052.8,112.0,128.0
增强现实,0.29,60067888.0,24.0,22.0
人工智能,0.1,930831257.6,327.0,237.0
深证100R,-0.38,1304161792.0,46.0,53.0
创业板综,0.42,1293657190.4,827.0,523.0
海绵城市,1.86,29069196.8,30.0,6.0
高送转,0.16,343931472.0,109.0,103.0
虚拟现实,0.29,334607958.4,125.0,94.0
PPP模式,1.36,239927944.0,123.0,26.0
健康中国,1.14,151387222.4,88.0,14.0
证金持股,0.7,3800046643.2,170.0,63.0
航母概念,1.59,120236244.8,32.0,5.0
5G概念,-0.33,823022694.4,133.0,185.0
2025规划,0.68,389183046.4,51.0,30.0
一带一路,1.21,1390876928.0,345.0,91.0
券商概念,0.8,426793403.2,49.0,6.0
量子通信,-0.02,134626777.6,23.0,26.0
赛马概念,2.6,1973438.9,2.0,2.0
体育产业,1.01,83970732.8,57.0,16.0
沪股通,0.29,6159718630.4,792.0,470.0
人脑工程,-0.6,33968675.2,9.0,10.0
上证380,0.17,785507200.0,211.0,157.0
无人机,1.17,263531113.6,107.0,56.0
超级电容,0.8,61955144.0,22.0,12.0
中证500,0.33,1342088652.8,311.0,179.0
充电桩,0.74,398689619.2,137.0,89.0
全息技术,1.84,14751721.0,8.0,3.0
免疫治疗,0.67,45584681.6,34.0,9.0
IPO受益,0.6,225119948.8,43.0,12.0
国产软件,0.51,309247480.0,145.0,84.0
小金属概念,0.94,268280390.4,81.0,27.0
基因测序,0.71,51974704.0,40.0,12.0
在线旅游,1.05,22404850.6,22.0,4.0
氟化工,1.12,58215726.4,26.0,6.0
阿里概念,0.53,301718532.8,74.0,37.0
举牌,-0.17,15879375.3,7.0,5.0
京津冀,1.45,59833716.8,51.0,4.0
国企改革,1.16,3752956979.2,1057.0,269.0
燃料电池,1.11,255916587.2,98.0,49.0
智能家居,0.03,352437464.0,78.0,75.0
超导概念,1.52,24505622.5,12.0,3.0
粤港自贸,1.27,107034796.8,56.0,13.0
独家药品,0.54,75659552.0,34.0,7.0
病毒防治,1.0,154395771.2,94.0,23.0
蓝宝石,0.59,52888395.2,9.0,11.0
沪企改革,1.5,101377820.8,31.0,8.0
彩票概念,1.56,38356776.0,18.0,4.0
生态农业,2.61,27936392.0,40.0,3.0
医疗器械概念,0.72,458701798.4,214.0,91.0
国家安防,0.33,164999715.2,72.0,46.0
苹果概念,-0.16,263963846.4,63.0,63.0
电商概念,0.37,659637964.8,212.0,112.0
婴童概念,0.83,123397689.6,109.0,30.0
在线教育,0.37,149975899.2,72.0,43.0
智能电视,-1.09,29519244.8,6.0,8.0
网络安全,-0.4,496080281.6,65.0,67.0
养老概念,0.73,289065195.2,92.0,26.0
特斯拉,-0.01,455049164.8,109.0,96.0
上海自贸,0.94,99035436.8,23.0,11.0
手游概念,0.64,75407475.2,32.0,16.0
智能穿戴,-0.36,273032128.0,46.0,66.0
智能机器,0.22,335174329.6,97.0,71.0
创业成份,-0.29,600895897.6,49.0,51.0
互联金融,1.03,1974650009.6,154.0,47.0
B股,0.84,43015220.8,61.0,12.0
中超概念,1.17,22613619.4,6.0,2.0
大数据,0.24,501954969.6,184.0,122.0
土地流转,2.2,44397640.0,39.0,9.0
北斗导航,0.66,93397035.2,44.0,31.0
智慧城市,0.09,246652376.0,129.0,84.0
通用航空,1.5,115565684.8,33.0,8.0
海洋经济,1.7,72079763.2,25.0,3.0
地热能,0.54,9386633.4,9.0,4.0
3D打印,0.41,57282713.6,36.0,26.0
石墨烯,1.21,82998595.2,49.0,21.0
中药概念,1.3,197517224.0,128.0,16.0
食品安全,0.86,33071091.2,33.0,10.0
上证180_,-0.05,4384514380.8,92.0,84.0
上证50_,-0.05,2763162163.2,24.0,26.0
央视50_,0.19,1579151846.4,30.0,20.0
油气设服,1.15,206104331.2,56.0,8.0
参股保险,1.22,603680128.0,70.0,13.0
页岩气,1.62,285938328.0,34.0,7.0
海工装备,1.21,119877252.8,33.0,9.0
参股新三板,0.92,142199860.8,77.0,23.0
水利建设,1.36,217278662.4,87.0,18.0
融资融券,0.39,9311363891.2,2250.0,1331.0
风能,1.07,667199180.8,155.0,58.0
长江三角,1.06,849417395.2,313.0,87.0
铁路基建,1.12,311370801.6,91.0,26.0
西部大开发,0.98,1097685299.2,439.0,154.0
太阳能,0.68,759741721.6,256.0,143.0
智能电网,1.49,187973371.2,129.0,44.0
LED,0.22,133714641.6,57.0,35.0
云计算,-0.11,815479705.6,126.0,103.0
稀土永磁,0.64,92213324.8,39.0,20.0
核能核电,1.63,290679886.4,113.0,27.0
锂电池,0.5,750056064.0,240.0,140.0
预盈预增,0.78,1163924224.0,572.0,262.0
预亏预减,1.32,566639360.0,448.0,117.0
深成500,0.16,2224101427.2,296.0,191.0
股权激励,0.23,447159168.0,114.0,91.0
滨海新区,1.5,21545926.9,17.0,3.0
移动支付,0.56,352534971.2,44.0,27.0
物联网,0.01,831002342.4,195.0,163.0
机构重仓,0.79,4380857113.6,674.0,268.0
深圳特区,0.35,939248384.0,215.0,122.0
生物疫苗,1.01,107540027.2,58.0,13.0
黄金概念,0.7,148619950.4,34.0,17.0
基金重仓,-0.34,1100131686.4,77.0,90.0
QFII重仓,0.59,338585512.0,179.0,95.0
成渝特区,0.8,237488921.6,61.0,24.0
转债标的,0.62,773837158.4,334.0,159.0
参股银行,1.2,1156942617.6,183.0,43.0
参股期货,1.13,321605744.0,39.0,6.0
新材料,0.82,407412504.0,238.0,100.0
社保重仓,0.12,43478180.8,16.0,11.0
稀缺资源,0.71,303812236.8,52.0,21.0
参股券商,1.32,422910947.2,109.0,26.0
化工原料,0.99,113915766.4,51.0,16.0
ST股,0.84,45591507.2,83.0,35.0
网络游戏,0.6,91456867.2,48.0,24.0
创投,0.86,462815948.8,219.0,77.0
中字头,0.53,1690836147.2,71.0,34.0
次新股,-1.25,75467816.0,31.0,62.0
HS300_,-0.14,5816921113.6,153.0,141.0
AH股,0.47,3395762432.0,98.0,50.0
AB股,1.29,140533884.8,61.0,10.0
节能环保,1.05,372341542.4,303.0,98.0
新能源,1.24,582648089.6,152.0,53.0
煤化工,0.97,250898212.8,58.0,14.0
军工,1.1,589021542.4,340.0,155.0
首发经济,-1.23,26274778.5,13.0,22.0
冰雪经济,-2.43,20341219.8,4.0,29.0
人形机器人,-1.95,91902041.6,13.0,49.0
谷子经济,-1.64,44760843.2,16.0,40.0
智谱AI,0.36,36696302.4,19.0,14.0
并购重组概念,-1.37,130206761.6,17.0,65.0
华为海思,0.01,75701369.6,11.0,26.0
房屋检测,-0.59,21532902.2,11.0,25.0
AI眼镜,-0.01,109989640.0,30.0,41.0
荣耀概念,0.68,99077590.4,23.0,26.0
财税数字化,0.18,46785820.8,20.0,19.0
玻璃基板,-0.54,54366224.0,11.0,22.0
合成生物,-1.07,118407294.4,28.0,77.0
锂矿概念,-0.36,242250326.4,14.0,21.0
AI语料,-1.25,33452120.0,6.0,17.0
碳纤维,-0.51,34743516.8,15.0,18.0
AI制药,-2.3,11712216.6,0.0,15.0
Kimi概念,-0.9,46774675.2,8.0,17.0
铜缆高速连接,-2.27,61151980.8,11.0,22.0
低空经济,-0.78,312283180.8,77.0,154.0
娃哈哈概念,-1.4,9681214.8,2.0,19.0
AIPC,-0.09,89660393.6,15.0,25.0
可控核聚变,-1.42,39763564.8,6.0,16.0
AI手机,-0.28,81457926.4,12.0,21.0
英伟达概念,0.31,130532952.0,20.0,27.0
柔性屏(折叠屏),-0.2,97259187.2,24.0,46.0
Sora概念,0.24,34667830.4,17.0,21.0
微盘股,-1.9,68319032.0,35.0,357.0
飞行汽车(eVTOL),-0.96,75001635.2,21.0,47.0
PEEK材料概念,-2.68,26565510.5,5.0,20.0
小米汽车,-0.81,321213620.8,15.0,52.0
东盟自贸区概念,-0.16,17590292.5,8.0,6.0
多模态AI,-0.76,77432867.2,19.0,26.0
高带宽内存,-2.03,14014145.1,3.0,10.0
短剧互动游戏,-1.32,35860897.6,9.0,17.0
新型工业化,-1.77,149001508.8,15.0,69.0
星闪概念,-1.4,50507294.4,8.0,26.0
BC电池,-0.84,38050561.6,8.0,14.0
SPD概念,-1.69,6829284.8,1.0,10.0
减肥药,-1.31,38291240.0,7.0,18.0
机器人执行器,-2.19,38521316.8,2.0,23.0
高压快充,-0.96,38844542.4,14.0,29.0
空间计算,-0.14,12807192.4,14.0,9.0
裸眼3D,-0.86,30938651.2,8.0,14.0
混合现实,0.36,99494278.4,16.0,13.0
央企改革,-0.69,3563411712.0,140.0,300.0
中特估,0.42,2424600806.4,52.0,26.0
液冷概念,-0.16,104938691.2,24.0,36.0
存储芯片,-1.1,99689460.8,8.0,42.0
光通信模块,-0.35,88350859.2,22.0,32.0
数据要素,-0.38,176594616.0,56.0,68.0
算力概念,0.88,661030272.0,70.0,65.0
ERP概念,-0.08,22834030.9,5.0,10.0
MLOps概念,0.39,18198182.1,7.0,3.0
同步磁阻电机,-0.58,5291814.3,3.0,3.0
时空大数据,-0.76,14095319.4,10.0,13.0
数字水印,-0.01,10361964.0,7.0,9.0
CPO概念,-0.1,138059363.2,19.0,24.0
AI芯片,-1.16,127728908.8,7.0,19.0
ChatGPT概念,-0.36,212324219.2,34.0,40.0
电子后视镜,-0.06,34586713.6,7.0,14.0
毫米波概念,-0.87,46854091.2,12.0,27.0
蒙脱石散,-1.09,5828131.7,2.0,9.0
血氧仪,-1.66,13473830.6,3.0,11.0
第四代半导体,-0.83,11379115.5,1.0,3.0
熊去氧胆酸,-0.39,34750785.6,8.0,13.0
PLC概念,-0.39,33111025.6,5.0,3.0
数据确权,-0.52,27929283.2,15.0,18.0
抗菌面料,-0.88,7755742.4,3.0,12.0
跨境电商,-1.54,132195387.2,33.0,95.0
复合集流体,-0.6,18524256.1,6.0,19.0
破净股,-0.55,2024927129.6,122.0,248.0
AIGC概念,-0.82,195866926.4,41.0,66.0
Web3.0,0.13,46758408.0,24.0,22.0
供销社概念,-1.15,14052595.8,4.0,10.0
科创板做市股,-0.98,184065454.4,12.0,30.0
科创板做市商,1.08,192124555.2,14.0,0.0
创新药,-0.85,150762872.0,24.0,62.0
世界杯,-1.58,272587017.6,3.0,16.0
信创,-0.09,348401820.8,97.0,138.0
熔盐储能,-1.06,7294882.3,2.0,7.0
空气能热泵,-1.32,115892504.0,4.0,28.0
Chiplet概念,-0.06,72018235.2,9.0,18.0
减速器,-2.17,49426281.6,9.0,50.0
轮毂电机,-1.88,5432839.6,2.0,6.0
生物质能发电,-1.18,20585430.9,4.0,22.0
TOPCon电池,-1.25,62149918.4,11.0,30.0
光伏高速公路,-0.44,11119280.9,1.0,4.0
钒电池,-0.78,50976540.8,5.0,13.0
钙钛矿电池,-0.31,60978241.6,11.0,20.0
汽车一体化压铸,-1.57,30728555.2,5.0,24.0
麒麟电池,-0.7,126166990.4,2.0,7.0
机器人概念,-1.27,593083059.2,101.0,337.0
汽车热管理,-1.35,68774155.2,10.0,67.0
F5G概念,0.18,59650198.4,9.0,14.0
超超临界发电,-1.23,89946246.4,8.0,30.0
粮食概念,-3.05,21140417.8,0.0,28.0
痘病毒防治,-1.07,64637540.8,10.0,45.0
数字哨兵,-0.17,8496566.4,4.0,8.0
千金藤素,0.42,14079872.0,3.0,2.0
噪声防治,-0.23,3101051.1,2.0,6.0
新型城镇化,-1.27,42283940.8,18.0,81.0
户外露营,-0.37,12152851.7,8.0,18.0
肝炎概念,-0.99,42306758.4,9.0,36.0
统一大市场,-0.8,37523001.6,9.0,28.0
建筑节能,-1.07,19504477.3,7.0,34.0
电子身份证,-0.34,32109512.0,16.0,19.0
托育服务,-1.44,8383862.6,4.0,9.0
啤酒概念,-1.26,25588090.8,2.0,14.0
中俄贸易概念,-0.7,46607057.6,13.0,41.0
跨境支付,0.14,1169527628.8,29.0,21.0
土壤修复,-1.96,19523964.2,3.0,30.0
智慧灯杆,-1.62,12829377.8,5.0,20.0
净水概念,-0.8,118398790.4,2.0,16.0
民爆概念,-1.71,16522662.0,1.0,15.0
气溶胶检测,-0.47,21261058.6,2.0,9.0
东数西算,1.18,102920044.8,34.0,22.0
重组蛋白,-0.84,14894798.0,6.0,8.0
数字经济,-0.66,166762171.2,58.0,100.0
新冠药物,-0.88,55202763.2,9.0,48.0
百元股,-0.15,1185340108.8,31.0,47.0
地下管网,-1.49,29605851.2,7.0,36.0
电子纸概念,0.91,36527379.2,6.0,7.0
幽门螺杆菌概念,-1.12,47658393.6,10.0,40.0
虚拟数字人,-0.61,349621128.0,33.0,46.0
DRG/DIP,-0.77,14062976.2,7.0,10.0
低价股,-2.07,185343292.8,22.0,175.0
动力电池回收,-0.92,70396347.2,14.0,23.0
昨日连板_含一字,2.1,7791962.5,10.0,6.0
昨日涨停_含一字,1.69,38180780.8,45.0,34.0
EDR概念,-0.72,25941097.6,4.0,9.0
IGBT概念,-0.65,197127681.6,11.0,26.0
数据安全,-0.77,91402408.0,26.0,51.0
